m_id,m_gametext
21800,"['None', '', '', '', '', '', '', '', '', '', '', '']"
21801,"['Makeshift Sword', '', '', '', '', '', '', '', '', '', '', '']"
21802,"['Long Sword', '', '', '', '', '', '', '', '', '', '', '']"
21803,"['Bronze Sword', '', '', '', '', '', '', '', '', '', '', '']"
21804,"['Ant Slayer', '', '', '', '', '', '', '', '', '', '', '']"
21805,"['Iron Sword', '', '', '', '', '', '', '', '', '', '', '']"
21807,"['Broadsword', '', '', '', '', '', '', '', '', '', '', '']"
21808,"['Beast Slayer', '', '', '', '', '', '', '', '', '', '', '']"
21809,"['Silver Sword', '', '', '', '', '', '', '', '', '', '', '']"
21811,"['Greatsword', '', '', '', '', '', '', '', '', '', '', '']"
21812,"['Lizard Slayer', '', '', '', '', '', '', '', '', '', '', '']"
21813,"['Bastard Sword', '', '', '', '', '', '', '', '', '', '', '']"
21815,"['Jeweled Sword', '', '', '', '', '', '', '', '', '', '', '']"
21817,"['Flamberge', '', '', '', '', '', '', '', '', '', '', '']"
21819,"['Platinum Sword', '', '', '', '', '', '', '', '', '', '', '']"
21821,"['Mythril Sword', '', '', '', '', '', '', '', '', '', '', '']"
21823,"['Damascus Sword', '', '', '', '', '', '', '', '', '', '', '']"
21825,"['Obsidian Sword', '', '', '', '', '', '', '', '', '', '', '']"
21827,"['Crystal Sword', '', '', '', '', '', '', '', '', '', '', '']"
21829,"['Rune Blade', '', '', '', '', '', '', '', '', '', '', '']"
21831,"['Meteorite Sword', '', '', '', '', '', '', '', '', '', '', '']"
25081,"['Innocent Sword', '', '', '', '', '', '', '', '', '', '', '']"
25082,"['Innocent Sword II', '', '', '', '', '', '', '', '', '', '', '']"
25083,"['Innocent Sword III', '', '', '', '', '', '', '', '', '', '', '']"
26101,"['Innocent Sword IV', '', '', '', '', '', '', '', '', '', '', '']"
25084,"['Fenrir Sword', '', '', '', '', '', '', '', '', '', '', '']"
25085,"['Fenrir Sword II', '', '', '', '', '', '', '', '', '', '', '']"
25086,"['Fenrir Sword III', '', '', '', '', '', '', '', '', '', '', '']"
26111,"['Fenrir Sword IV', '', '', '', '', '', '', '', '', '', '', '']"
25090,"['Tyrannical Sword', '', '', '', '', '', '', '', '', '', '', '']"
25091,"['Tyrannical Sword II', '', '', '', '', '', '', '', '', '', '', '']"
25092,"['Tyrannical Sword III', '', '', '', '', '', '', '', '', '', '', '']"
26112,"['Tyrannical Sword IV', '', '', '', '', '', '', '', '', '', '', '']"
25096,"['Sacred Sword', '', '', '', '', '', '', '', '', '', '', '']"
25097,"['Sacred Sword II', '', '', '', '', '', '', '', '', '', '', '']"
25098,"['Sacred Sword III', '', '', '', '', '', '', '', '', '', '', '']"
26127,"['Sacred Sword IV', '', '', '', '', '', '', '', '', '', '', '']"
25315,"['Twilight Sword', '', '', '', '', '', '', '', '', '', '', '']"
25316,"['Twilight Sword II', '', '', '', '', '', '', '', '', '', '', '']"
25317,"['Twilight Sword III', '', '', '', '', '', '', '', '', '', '', '']"
26246,"['Twilight Sword IV', '', '', '', '', '', '', '', '', '', '', '']"
25321,"['Adamantine Sword', '', '', '', '', '', '', '', '', '', '', '']"
25322,"['Adamantine Sword II', '', '', '', '', '', '', '', '', '', '', '']"
25323,"['Adamantine Sword III', '', '', '', '', '', '', '', '', '', '', '']"
26247,"['Adamantine Sword IV', '', '', '', '', '', '', '', '', '', '', '']"
21832,"['Makeshift Spear', '', '', '', '', '', '', '', '', '', '', '']"
21833,"['Spear', '', '', '', '', '', '', '', '', '', '', '']"
21834,"['Bronze Spear', '', '', '', '', '', '', '', '', '', '', '']"
21835,"['Lance', '', '', '', '', '', '', '', '', '', '', '']"
21836,"['Iron Spear', '', '', '', '', '', '', '', '', '', '', '']"
21838,"['War Spear', '', '', '', '', '', '', '', '', '', '', '']"
21839,"[""Lord's Lance"", '', '', '', '', '', '', '', '', '', '', '']"
21840,"['Silver Spear', '', '', '', '', '', '', '', '', '', '', '']"
21842,"[""Bandit's Spear"", '', '', '', '', '', '', '', '', '', '', '']"
21843,"[""Baron's Lance"", '', '', '', '', '', '', '', '', '', '', '']"
21844,"['Halberd', '', '', '', '', '', '', '', '', '', '', '']"
21846,"['Jeweled Spear', '', '', '', '', '', '', '', '', '', '', '']"
21848,"['Roncone', '', '', '', '', '', '', '', '', '', '', '']"
21850,"['Platinum Spear', '', '', '', '', '', '', '', '', '', '', '']"
21852,"['Mythril Spear', '', '', '', '', '', '', '', '', '', '', '']"
21854,"['Damascus Spear', '', '', '', '', '', '', '', '', '', '', '']"
21856,"['Obsidian Spear', '', '', '', '', '', '', '', '', '', '', '']"
21858,"['Crystal Spear', '', '', '', '', '', '', '', '', '', '', '']"
21860,"['Rune Glaive', '', '', '', '', '', '', '', '', '', '', '']"
21862,"['Meteorite Spear', '', '', '', '', '', '', '', '', '', '', '']"
25102,"['Innocent Spear', '', '', '', '', '', '', '', '', '', '', '']"
25103,"['Innocent Spear II', '', '', '', '', '', '', '', '', '', '', '']"
25104,"['Innocent Spear III', '', '', '', '', '', '', '', '', '', '', '']"
26102,"['Innocent Spear IV', '', '', '', '', '', '', '', '', '', '', '']"
25105,"['Fenrir Spear', '', '', '', '', '', '', '', '', '', '', '']"
25106,"['Fenrir Spear II', '', '', '', '', '', '', '', '', '', '', '']"
25107,"['Fenrir Spear III', '', '', '', '', '', '', '', '', '', '', '']"
26113,"['Fenrir Spear IV', '', '', '', '', '', '', '', '', '', '', '']"
25111,"['Tyrannical Spear', '', '', '', '', '', '', '', '', '', '', '']"
25112,"['Tyrannical Spear II', '', '', '', '', '', '', '', '', '', '', '']"
25113,"['Tyrannical Spear III', '', '', '', '', '', '', '', '', '', '', '']"
26114,"['Tyrannical Spear IV', '', '', '', '', '', '', '', '', '', '', '']"
25117,"['Sacred Spear', '', '', '', '', '', '', '', '', '', '', '']"
25118,"['Sacred Spear II', '', '', '', '', '', '', '', '', '', '', '']"
25119,"['Sacred Spear III', '', '', '', '', '', '', '', '', '', '', '']"
26128,"['Sacred Spear IV', '', '', '', '', '', '', '', '', '', '', '']"
25357,"['Twilight Spear', '', '', '', '', '', '', '', '', '', '', '']"
25358,"['Twilight Spear II', '', '', '', '', '', '', '', '', '', '', '']"
25359,"['Twilight Spear III', '', '', '', '', '', '', '', '', '', '', '']"
26249,"['Twilight Spear IV', '', '', '', '', '', '', '', '', '', '', '']"
25363,"['Adamantine Spear', '', '', '', '', '', '', '', '', '', '', '']"
25364,"['Adamantine Spear II', '', '', '', '', '', '', '', '', '', '', '']"
25365,"['Adamantine Spear III', '', '', '', '', '', '', '', '', '', '', '']"
26250,"['Adamantine Spear IV', '', '', '', '', '', '', '', '', '', '', '']"
21863,"['Makeshift Knife', '', '', '', '', '', '', '', '', '', '', '']"
21864,"['Dagger', '', '', '', '', '', '', '', '', '', '', '']"
21865,"['Bronze Dagger', '', '', '', '', '', '', '', '', '', '', '']"
21867,"['Iron Dagger', '', '', '', '', '', '', '', '', '', '', '']"
21868,"[""Thieves' Dagger"", '', '', '', '', '', '', '', '', '', '', '']"
21869,"['Stinging Dagger', '', '', '', '', '', '', '', '', '', '', '']"
21871,"['Silver Dagger', '', '', '', '', '', '', '', '', '', '', '']"
21872,"[""Marauder's Knife"", '', '', '', '', '', '', '', '', '', '', '']"
21873,"['Main Gauche', '', '', '', '', '', '', '', '', '', '', '']"
21875,"['Crescent Dagger', '', '', '', '', '', '', '', '', '', '', '']"
21876,"['Crown Dagger', '', '', '', '', '', '', '', '', '', '', '']"
21877,"['Jeweled Knife', '', '', '', '', '', '', '', '', '', '', '']"
21879,"['Misericorde', '', '', '', '', '', '', '', '', '', '', '']"
21881,"['Platinum Dagger', '', '', '', '', '', '', '', '', '', '', '']"
21883,"['Mythril Knife', '', '', '', '', '', '', '', '', '', '', '']"
21885,"['Damascus Dagger', '', '', '', '', '', '', '', '', '', '', '']"
21887,"['Obsidian Dagger', '', '', '', '', '', '', '', '', '', '', '']"
21889,"['Crystal Dagger', '', '', '', '', '', '', '', '', '', '', '']"
21891,"['Rune Knife', '', '', '', '', '', '', '', '', '', '', '']"
21893,"['Meteorite Dagger', '', '', '', '', '', '', '', '', '', '', '']"
25123,"['Innocent Dagger', '', '', '', '', '', '', '', '', '', '', '']"
25124,"['Innocent Dagger II', '', '', '', '', '', '', '', '', '', '', '']"
25125,"['Innocent Dagger III', '', '', '', '', '', '', '', '', '', '', '']"
26103,"['Innocent Dagger IV', '', '', '', '', '', '', '', '', '', '', '']"
25126,"['Fenrir Knife', '', '', '', '', '', '', '', '', '', '', '']"
25127,"['Fenrir Knife II', '', '', '', '', '', '', '', '', '', '', '']"
25128,"['Fenrir Knife III', '', '', '', '', '', '', '', '', '', '', '']"
26115,"['Fenrir Knife IV', '', '', '', '', '', '', '', '', '', '', '']"
25132,"['Tyrannical Dagger', '', '', '', '', '', '', '', '', '', '', '']"
25133,"['Tyrannical Dagger II', '', '', '', '', '', '', '', '', '', '', '']"
25134,"['Tyrannical Dagger III', '', '', '', '', '', '', '', '', '', '', '']"
26116,"['Tyrannical Dagger IV', '', '', '', '', '', '', '', '', '', '', '']"
25138,"['Sacred Dagger', '', '', '', '', '', '', '', '', '', '', '']"
25139,"['Sacred Dagger II', '', '', '', '', '', '', '', '', '', '', '']"
25140,"['Sacred Dagger III', '', '', '', '', '', '', '', '', '', '', '']"
26129,"['Sacred Dagger IV', '', '', '', '', '', '', '', '', '', '', '']"
25399,"['Twilight Dagger', '', '', '', '', '', '', '', '', '', '', '']"
25400,"['Twilight Dagger II', '', '', '', '', '', '', '', '', '', '', '']"
25401,"['Twilight Dagger III', '', '', '', '', '', '', '', '', '', '', '']"
26252,"['Twilight Dagger IV', '', '', '', '', '', '', '', '', '', '', '']"
25405,"['Adamantine Dagger', '', '', '', '', '', '', '', '', '', '', '']"
25406,"['Adamantine Dagger II', '', '', '', '', '', '', '', '', '', '', '']"
25407,"['Adamantine Dagger III', '', '', '', '', '', '', '', '', '', '', '']"
26253,"['Adamantine Dagger IV', '', '', '', '', '', '', '', '', '', '', '']"
21894,"['Makeshift Axe', '', '', '', '', '', '', '', '', '', '', '']"
21895,"['Handaxe', '', '', '', '', '', '', '', '', '', '', '']"
21896,"['Bronze Axe', '', '', '', '', '', '', '', '', '', '', '']"
21898,"['Iron Axe', '', '', '', '', '', '', '', '', '', '', '']"
21899,"['Tabar', '', '', '', '', '', '', '', '', '', '', '']"
21900,"['Battle Axe', '', '', '', '', '', '', '', '', '', '', '']"
21902,"['Silver Axe', '', '', '', '', '', '', '', '', '', '', '']"
21903,"['Cleaver', '', '', '', '', '', '', '', '', '', '', '']"
21904,"['Viking Axe', '', '', '', '', '', '', '', '', '', '', '']"
21906,"['Rampage Axe', '', '', '', '', '', '', '', '', '', '', '']"
21907,"['Horn Cleaver', '', '', '', '', '', '', '', '', '', '', '']"
21908,"['Jeweled Axe', '', '', '', '', '', '', '', '', '', '', '']"
21910,"['Francisca', '', '', '', '', '', '', '', '', '', '', '']"
21912,"['Platinum Axe', '', '', '', '', '', '', '', '', '', '', '']"
21914,"['Mythril Axe', '', '', '', '', '', '', '', '', '', '', '']"
21916,"['Damascus Axe', '', '', '', '', '', '', '', '', '', '', '']"
21918,"['Obsidian Axe', '', '', '', '', '', '', '', '', '', '', '']"
21920,"['Crystal Axe', '', '', '', '', '', '', '', '', '', '', '']"
21922,"['Rune Hatchet', '', '', '', '', '', '', '', '', '', '', '']"
21924,"['Meteorite Axe', '', '', '', '', '', '', '', '', '', '', '']"
25144,"['Innocent Axe', '', '', '', '', '', '', '', '', '', '', '']"
25145,"['Innocent Axe II', '', '', '', '', '', '', '', '', '', '', '']"
25146,"['Innocent Axe III', '', '', '', '', '', '', '', '', '', '', '']"
26104,"['Innocent Axe IV', '', '', '', '', '', '', '', '', '', '', '']"
25147,"['Fenrir Axe', '', '', '', '', '', '', '', '', '', '', '']"
25148,"['Fenrir Axe II', '', '', '', '', '', '', '', '', '', '', '']"
25149,"['Fenrir Axe III', '', '', '', '', '', '', '', '', '', '', '']"
26117,"['Fenrir Axe IV', '', '', '', '', '', '', '', '', '', '', '']"
25153,"['Tyrannical Axe', '', '', '', '', '', '', '', '', '', '', '']"
25154,"['Tyrannical Axe II', '', '', '', '', '', '', '', '', '', '', '']"
25155,"['Tyrannical Axe III', '', '', '', '', '', '', '', '', '', '', '']"
26118,"['Tyrannical Axe IV', '', '', '', '', '', '', '', '', '', '', '']"
25159,"['Sacred Axe', '', '', '', '', '', '', '', '', '', '', '']"
25160,"['Sacred Axe II', '', '', '', '', '', '', '', '', '', '', '']"
25161,"['Sacred Axe III', '', '', '', '', '', '', '', '', '', '', '']"
