m_id,m_ResCategory,m_FilePath
500,2,
501,2,/Game/Level/Area/Gacha/Widget/Texture/UiTX_Gacha_None_Mask.UiTX_Gacha_None_Mask
503,2,/Game/UI/Common/Texture/Frames/UiTX_Common_Rarity_StarOn_png.UiTX_Common_Rarity_StarOn_png
504,2,/Game/UI/Common/Texture/Frames/UiTX_Common_Rarity_StarOff_png.UiTX_Common_Rarity_StarOff_png
505,2,/Game/UI/Common/Texture/Frames/UiTX_Common_StatusArrow_Up_png.UiTX_Common_StatusArrow_Up_png
506,2,/Game/UI/Common/Texture/Frames/UiTX_Common_StatusArrow_Down_png.UiTX_Common_StatusArrow_Down_png
532,2,/Game/UI/Common/Texture/UiTX_Common_Dummy_Image.UiTX_Common_Dummy_Image
533,2,/Game/UI/Common/Texture/UiTX_Common_Dummy_Image.UiTX_Common_Dummy_Image
534,2,/Game/UI/Common/Texture/UiTX_Common_Dummy_Image.UiTX_Common_Dummy_Image
550,2,/Game/UI/Common/Texture/Frames/UiTX_Common_QuestHeadBase_Nomal_png.UiTX_Common_QuestHeadBase_Nomal_png
551,2,/Game/UI/Common/Texture/Frames/UiTX_Common_QuestHeadBase_Boss_png.UiTX_Common_QuestHeadBase_Boss_png
552,2,/Game/UI/Common/Texture/Frames/UiTX_Common_QuestHeadIcon_ChBase_png.UiTX_Common_QuestHeadIcon_ChBase_png
553,2,/Game/UI/Common/Texture/Frames/UiTX_Common_QuestHeadIcon_Base_png.UiTX_Common_QuestHeadIcon_Base_png
554,2,/Game/UI/Common/Texture/Frames/UiTX_Common_StatusArrow_Equip_png.UiTX_Common_StatusArrow_Equip_png
6243,2,/Game/UI/Common/Texture/Frames/UiTX_Common_InfluenceIconAll_All_png.UiTX_Common_InfluenceIconAll_All_png
600,2,/Game/UI/Common/Texture/Frames/UiTX_Common_InfluenceIcon_Wealth_png.UiTX_Common_InfluenceIcon_Wealth_png
601,2,/Game/UI/Common/Texture/Frames/UiTX_Common_InfluenceIcon_Power_png.UiTX_Common_InfluenceIcon_Power_png
602,2,/Game/UI/Common/Texture/Frames/UiTX_Common_InfluenceIcon_Fame_png.UiTX_Common_InfluenceIcon_Fame_png
603,2,/Game/UI/Common/Texture/Frames/UiTX_Common_InfluenceIcon_StarSilver_png.UiTX_Common_InfluenceIcon_StarSilver_png
604,2,/Game/UI/Common/Texture/Frames/UiTX_Common_InfluenceIcon_StarGold_png.UiTX_Common_InfluenceIcon_StarGold_png
605,2,/Game/UI/Common/Texture/Frames/UiTX_Common_Notice_QuestIconBoss_Wealth_png.UiTX_Common_Notice_QuestIconBoss_Wealth_png
606,2,/Game/UI/Common/Texture/Frames/UiTX_Common_Notice_QuestIconBoss_Fame_png.UiTX_Common_Notice_QuestIconBoss_Fame_png
607,2,/Game/UI/Common/Texture/Frames/UiTX_Common_Notice_QuestIconBoss_Power_png.UiTX_Common_Notice_QuestIconBoss_Power_png
610,2,/Game/UI/Common/Texture/Frames/UiTX_Common_JobIcon_01_png.UiTX_Common_JobIcon_01_png
611,2,/Game/UI/Common/Texture/Frames/UiTX_Common_JobIcon_02_png.UiTX_Common_JobIcon_02_png
612,2,/Game/UI/Common/Texture/Frames/UiTX_Common_JobIcon_03_png.UiTX_Common_JobIcon_03_png
613,2,/Game/UI/Common/Texture/Frames/UiTX_Common_JobIcon_04_png.UiTX_Common_JobIcon_04_png
614,2,/Game/UI/Common/Texture/Frames/UiTX_Common_JobIcon_05_png.UiTX_Common_JobIcon_05_png
615,2,/Game/UI/Common/Texture/Frames/UiTX_Common_JobIcon_06_png.UiTX_Common_JobIcon_06_png
616,2,/Game/UI/Common/Texture/Frames/UiTX_Common_JobIcon_07_png.UiTX_Common_JobIcon_07_png
617,2,/Game/UI/Common/Texture/Frames/UiTX_Common_JobIcon_08_png.UiTX_Common_JobIcon_08_png
620,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_Sword_png.UiTX_Common_ItemIcon_Sword_png
621,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_Ax_png.UiTX_Common_ItemIcon_Ax_png
622,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_Dagger_png.UiTX_Common_ItemIcon_Dagger_png
623,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_Book_png.UiTX_Common_ItemIcon_Book_png
624,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_Cane_png.UiTX_Common_ItemIcon_Cane_png
625,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_Arrow_png.UiTX_Common_ItemIcon_Arrow_png
626,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_Spear_png.UiTX_Common_ItemIcon_Spear_png
627,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_Fan_png.UiTX_Common_ItemIcon_Fan_png
628,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_HeadArmor_png.UiTX_Common_ItemIcon_HeadArmor_png
629,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_BodyArmor_png.UiTX_Common_ItemIcon_BodyArmor_png
630,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_Accessory_png.UiTX_Common_ItemIcon_Accessory_png
8106,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_Ring_png.UiTX_Common_ItemIcon_Ring_png
8137,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_SwordR2_png.UiTX_Common_ItemIcon_SwordR2_png
8138,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_SwordR3_png.UiTX_Common_ItemIcon_SwordR3_png
8139,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_SwordR4_png.UiTX_Common_ItemIcon_SwordR4_png
8140,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_SwordR5_png.UiTX_Common_ItemIcon_SwordR5_png
8141,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_AxR2_png.UiTX_Common_ItemIcon_AxR2_png
8142,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_AxR3_png.UiTX_Common_ItemIcon_AxR3_png
8143,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_AxR4_png.UiTX_Common_ItemIcon_AxR4_png
8144,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_AxR5_png.UiTX_Common_ItemIcon_AxR5_png
8145,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_DaggerR2_png.UiTX_Common_ItemIcon_DaggerR2_png
8146,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_DaggerR3_png.UiTX_Common_ItemIcon_DaggerR3_png
8147,2,/Game/UI/Common/Texture/Frames/UiTX_Common_ItemIcon_DaggerR4_png.UiTX_Common_ItemIcon_DaggerR4_png
