m_id,m_ShowOrder,m_CategoryID,m_Rare,m_IconID,m_NameID,m_DetailID,m_ParamList
0,0,0,0,0,0,0,[0]
130010,0,7,0,8094,20219,20220,[8093]
130011,0,7,0,8094,40028,40038,[8093]
130067,0,7,0,8094,40532,40536,[8093]
130012,0,7,0,8094,40029,40039,[8093]
130021,0,7,0,8094,40030,40040,[8093]
130013,0,7,0,8094,40031,40041,[8093]
130022,0,7,0,8094,40032,40042,[8093]
130014,0,7,0,8094,40033,40043,[8093]
130023,0,7,0,8094,40034,40044,[8093]
130015,0,7,0,8094,40035,40045,[8093]
130016,0,7,0,8094,40036,40046,[8093]
130017,0,7,0,8094,40037,40047,[8093]
130034,0,7,0,8094,40197,40207,[8093]
130035,0,7,0,8094,40198,40208,[8093]
130036,0,7,0,8094,40199,40209,[8093]
130037,0,7,0,8094,40200,40210,[8093]
130038,0,7,0,8094,40201,40211,[8093]
130039,0,7,0,8094,40202,40212,[8093]
130040,0,7,0,8094,40203,40213,[8093]
130041,0,7,0,8094,40204,40214,[8093]
130043,0,7,0,8094,40239,40243,[8093]
130045,0,7,0,8094,40268,40273,[8093]
130047,0,7,0,8094,40270,40275,[8093]
130048,0,7,0,8094,40289,40291,[8093]
130050,0,7,0,8094,40323,40327,[8093]
130052,0,7,0,8094,40344,40348,[8093]
130053,0,7,0,8094,40345,40349,[8093]
130054,0,7,0,8094,40365,40369,[8093]
130056,0,7,0,8094,40381,40385,[8093]
130060,0,7,0,8094,40399,40406,[8093]
130061,0,7,0,8094,40429,40432,[8093]
130062,0,7,0,8094,40445,40448,[8093]
130063,0,7,0,8094,40454,40458,[8093]
130065,0,7,0,8094,40477,40481,[8093]
130068,0,7,0,8094,40533,40537,[8093]
130079,0,7,0,8094,41084,41091,[8093]
130087,0,7,0,8094,41390,41393,[8093]
12000067,0,7,0,8094,1000082,1000090,[8093]
12000112,0,7,0,8094,1000083,1000091,[8093]
12000086,0,7,0,8094,1000084,1000092,[8093]
12000088,0,7,0,8094,1000085,1000093,[8093]
12000122,0,7,0,8094,1000086,1000094,[8093]
